movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
380,5523,3.0,1323355512,0,1994,Action,Adventure,Comedy,9364,3.48,0.93,780,260,480,527,337,24,1992,5.69,3.92,0.52,Thriller,Drama,Crime,Comedy,Action
410,22130,3.0,1232376798,0,1993,Children,Comedy,Fantasy,3972,2.99,0.93,19,2,454,253,208,25,1994,1.50,4.06,0.94,Drama,Comedy,Adventure,Sci-Fi,Action
413,21711,2.0,1111745143,0,1994,Comedy,"","",1338,2.82,0.97,16,235,541,288,6,87,1993,4.61,2.62,1.34,Drama,Thriller,Comedy,Crime,Action
420,10272,3.0,1165434580,0,1994,Action,Comedy,Crime,3164,2.74,0.98,466,150,153,608,364,27,1983,17.95,4.20,0.42,Thriller,Drama,Crime,Action,Adventure
420,1372,2.0,958145723,0,1994,Action,Comedy,Crime,3164,2.74,0.98,432,157,438,315,20,100,1993,5.18,3.79,0.76,Thriller,Action,Drama,Adventure,Comedy
43,27753,5.0,988856223,1,1995,Drama,"","",572,3.46,0.91,356,912,"","","",3,1977,30.32,4.00,1.00,Drama,Romance,Comedy,War,""
454,7994,4.0,863056060,1,1993,Drama,Thriller,"",5500,3.51,0.81,508,457,349,593,527,15,1994,1.54,3.47,0.74,Thriller,Drama,Action,Crime,Adventure
457,19582,5.0,942442914,1,1993,Thriller,"","",10736,3.97,0.78,908,527,356,34,"",4,1985,17.52,4.50,0.58,Drama,Romance,War,Children,Comedy
459,1372,4.0,957844821,1,1994,Action,Adventure,Crime,242,2.72,0.94,494,208,786,368,70,49,1993,4.27,4.24,0.83,Action,Thriller,Crime,Drama,Comedy
464,3858,2.5,1266810421,0,1993,Action,Adventure,Crime,696,2.92,0.96,490,538,535,799,319,100,1989,12.93,2.78,1.36,Drama,Thriller,Comedy,Crime,Mystery
466,8306,1.0,944965831,0,1993,Action,Comedy,War,2919,2.91,1.02,480,"","","","",9,1992,7.66,2.00,1.12,Action,Adventure,Sci-Fi,Thriller,""
468,7362,4.0,831418052,1,1995,Comedy,Romance,"",1564,3.31,0.89,277,246,293,62,337,46,1993,2.86,3.78,1.01,Drama,Thriller,Crime,Action,War
47,23514,4.5,1078150088,1,1995,Mystery,Thriller,"",9335,4.06,0.87,599,912,923,908,608,26,1979,19.10,3.92,0.97,Thriller,Drama,Crime,Mystery,Action
47,7362,5.0,831417769,1,1995,Mystery,Thriller,"",9335,4.06,0.87,266,34,32,288,110,24,1994,1.06,3.88,0.85,Drama,Thriller,Action,Crime,Adventure
474,16639,3.0,974154175,0,1993,Action,Thriller,"",4106,3.72,0.75,260,541,95,480,110,9,1991,6.89,3.89,1.17,Action,Adventure,Sci-Fi,Thriller,Drama
475,3441,4.0,939654862,1,1993,Drama,"","",1987,3.94,0.80,318,593,373,"","",3,1992,1.53,4.67,0.58,Thriller,Crime,Horror,Drama,""
480,2275,2.5,1123434917,0,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,527,720,589,50,778,45,1993,4.42,2.60,0.74,Adventure,Comedy,Crime,Thriller,Drama
480,5523,4.5,1323355418,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,527,337,356,628,32,21,1993,4.94,3.86,0.53,Drama,Thriller,Crime,Comedy,Animation
480,8386,4.0,848132727,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,356,593,457,588,778,19,1993,2.11,3.58,0.77,Drama,Crime,Thriller,Comedy,Adventure
497,853,4.0,856442695,1,1993,Comedy,Romance,"",3047,3.88,0.91,468,144,224,357,34,22,1994,3.92,3.82,0.80,Comedy,Drama,Romance,Children,Animation
50,19989,4.0,1368982939,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,858,318,382,273,"",5,1984,12.62,3.90,0.82,Drama,Horror,Crime,Sci-Fi,Romance
50,7362,4.0,831417769,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,111,47,266,34,32,27,1993,3.66,3.85,1.03,Drama,Thriller,Crime,Action,Adventure
500,3826,2.0,1089017569,0,1993,Comedy,Drama,"",7349,3.39,0.96,292,597,733,47,364,26,1993,3.71,4.21,0.70,Thriller,Action,Adventure,Sci-Fi,Drama
513,1372,3.0,957846400,0,1994,Comedy,Mystery,Romance,135,2.89,1.05,350,257,902,924,616,60,1992,7.30,4.20,0.75,Thriller,Action,Drama,Crime,Adventure
527,21671,3.0,919138551,0,1993,Drama,War,"",11017,4.30,0.83,541,111,110,"","",5,1988,8.91,3.80,0.84,Action,Drama,Thriller,War,Crime
532,27729,4.0,1121368179,1,1994,Comedy,Crime,Horror,1372,3.07,1.06,319,265,151,653,551,77,1979,21.98,4.65,0.41,Drama,Romance,Comedy,Thriller,Adventure
538,6366,3.0,1015040501,0,1993,Drama,"","",1069,3.71,0.87,805,"","","","",7,1994,1.11,2.14,1.46,Drama,Thriller,"","",""
539,28039,3.5,1274494016,1,1993,Comedy,Drama,Romance,6177,3.50,0.97,597,500,595,356,364,28,1988,14.82,3.14,1.53,Comedy,Romance,Children,Adventure,Animation
543,28183,5.0,918787434,1,1993,Comedy,Romance,Thriller,2681,3.21,1.00,587,225,185,170,165,49,1985,17.93,4.53,0.65,Thriller,Drama,Crime,Action,Mystery
546,26222,2.0,1275590901,0,1993,Action,Adventure,Children,1275,2.03,1.07,904,541,588,911,39,100,1989,13.92,2.83,0.82,Thriller,Drama,Crime,Mystery,Comedy
549,25532,4.5,1112418686,1,1993,Drama,Musical,"",324,3.94,0.98,357,969,953,500,539,26,1987,16.32,3.77,0.65,Comedy,Romance,Drama,Adventure,Fantasy
551,21711,4.0,1111714264,1,1993,Animation,Children,Fantasy,4460,3.71,0.97,497,260,50,527,318,43,1993,6.12,2.23,1.41,Thriller,Comedy,Drama,Romance,Sci-Fi
551,25350,3.5,1133748589,1,1993,Animation,Children,Fantasy,4460,3.71,0.97,923,296,"","","",14,1972,27.39,2.04,1.01,Drama,Comedy,Crime,Thriller,Mystery
580,3517,3.0,851966819,0,1994,Drama,"","",141,3.01,0.91,920,915,934,954,953,81,1987,17.13,3.43,0.95,Romance,Drama,Comedy,Adventure,Action
586,20256,3.0,842297019,0,1990,Children,Comedy,"",6155,3.09,1.00,300,377,364,318,356,24,1993,1.66,3.46,1.14,Drama,Adventure,Animation,Children,Musical
586,853,3.0,856442925,0,1990,Children,Comedy,"",6155,3.09,1.00,532,500,372,296,539,41,1993,3.45,3.66,0.82,Comedy,Drama,Romance,Thriller,Children
587,27125,3.0,848340572,0,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,364,47,589,288,253,33,1993,1.37,3.79,0.82,Thriller,Action,Drama,Crime,Adventure
587,28449,3.0,965351080,0,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,1000,303,159,229,539,100,1994,1.25,3.83,0.78,Drama,Thriller,Crime,Comedy,Action
587,7994,3.0,863056093,0,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,225,454,508,457,349,19,1994,1.41,3.47,0.70,Thriller,Drama,Action,Crime,Adventure
588,26222,4.0,1274799771,1,1992,Adventure,Animation,Children,8980,3.67,0.92,911,39,223,364,595,80,1988,15.05,3.14,0.85,Thriller,Crime,Drama,Mystery,Comedy
588,8386,5.0,848132650,1,1992,Adventure,Animation,Children,8980,3.67,0.92,778,296,592,590,"",10,1994,2.56,3.50,0.71,Drama,Crime,Thriller,Comedy,Adventure
590,5613,3.5,1055267072,1,1990,Adventure,Drama,Western,9497,3.72,0.97,296,356,555,616,595,30,1989,12.15,3.47,1.02,Thriller,Action,Drama,Adventure,Crime
593,19289,3.5,1189484440,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,110,"","","","",4,1994,1.26,2.62,1.80,Action,Drama,War,"",""
593,28524,4.0,842352992,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,150,590,"","","",3,1993,2.65,3.67,0.58,Adventure,Drama,Western,IMAX,""
595,1372,3.0,958144015,0,1991,Animation,Children,Fantasy,7539,3.65,0.98,695,350,257,902,924,62,1992,7.20,4.18,0.76,Thriller,Action,Drama,Crime,Adventure
595,2464,4.5,1059090231,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,457,628,593,1,588,15,1991,9.09,3.87,0.90,Thriller,Action,Comedy,Adventure,Sci-Fi
597,3015,3.0,1191546870,0,1990,Comedy,Romance,"",7314,3.41,0.98,500,593,364,356,595,11,1992,1.43,3.95,0.85,Drama,Adventure,Children,War,Animation
6,21671,4.0,919139307,1,1995,Action,Crime,Thriller,5245,3.84,0.86,47,296,364,1,780,16,1992,5.48,3.62,0.89,Drama,Thriller,Action,War,Comedy
628,22314,3.0,857457920,0,1996,Crime,Drama,Mystery,2458,3.74,0.83,260,733,6,786,"",14,1994,5.03,3.36,0.84,Action,Thriller,Adventure,Drama,Crime
648,29097,3.0,978045876,0,1996,Action,Adventure,Mystery,8117,3.37,0.90,500,902,236,339,708,33,1993,6.01,3.30,0.92,Romance,Comedy,Drama,Thriller,Action
653,15947,1.5,1320791457,0,1996,Action,Adventure,Fantasy,3148,3.22,0.97,923,368,508,919,924,34,1988,14.21,3.88,1.30,Drama,Crime,Thriller,Adventure,Comedy
709,27125,4.0,848341283,1,1988,Adventure,Animation,Children,583,3.28,0.89,140,426,328,104,257,100,1993,7.92,3.41,0.83,Thriller,Drama,Action,Comedy,Romance
731,28183,3.0,918787764,0,1996,Crime,Thriller,"",199,2.82,1.08,415,288,376,494,490,72,1987,16.19,4.32,0.75,Thriller,Action,Drama,Crime,Mystery
733,27429,4.5,1208605568,1,1996,Action,Adventure,Thriller,6837,3.65,0.92,231,50,296,165,110,9,1994,0.71,4.06,0.92,Crime,Thriller,Action,Drama,Comedy
736,27729,4.0,1121367102,1,1996,Action,Adventure,Romance,6990,3.18,1.02,955,194,222,728,165,62,1975,23.02,4.71,0.38,Drama,Comedy,Romance,Thriller,Crime
736,9630,5.0,835681329,1,1996,Action,Adventure,Romance,6990,3.18,1.02,474,203,227,587,539,55,1993,1.60,3.64,1.13,Thriller,Action,Drama,Comedy,Romance
737,1372,3.0,958145998,0,1996,Action,Sci-Fi,"",930,2.15,1.18,204,432,157,438,315,100,1993,5.18,3.63,0.88,Thriller,Action,Drama,Comedy,Adventure
743,2275,2.5,1114701736,0,1996,Comedy,"","",1337,2.76,1.06,"","","","","",8,1994,0.92,2.19,0.37,"","","","",""
750,19582,5.0,942443093,1,1964,Comedy,War,"",5151,4.24,0.88,923,858,457,908,527,7,1978,21.45,4.71,0.49,Drama,Romance,War,Mystery,Thriller
750,3858,4.0,1266796778,1,1964,Comedy,War,"",5151,4.24,0.88,858,111,152,924,32,17,1983,17.40,2.47,1.78,Drama,Musical,Sci-Fi,Thriller,Crime
778,11205,3.0,859222467,0,1996,Comedy,Crime,Drama,5195,4.00,0.90,94,46,260,62,14,17,1994,4.48,4.00,0.79,Drama,Romance,Comedy,Crime,Mystery
780,11205,3.0,862246026,0,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,858,94,46,260,62,19,1993,6.65,3.95,0.78,Drama,Romance,Comedy,Crime,Mystery
783,26222,3.0,1275505536,0,1996,Animation,Children,Drama,2215,3.25,1.09,904,541,588,911,39,97,1988,14.32,3.04,0.88,Thriller,Crime,Drama,Mystery,Comedy
805,25532,4.0,1118434751,1,1996,Drama,Thriller,"",2550,3.67,0.90,339,374,590,934,207,46,1988,15.75,3.54,0.88,Comedy,Romance,Drama,Adventure,Thriller
837,8386,3.0,851505689,0,1996,Children,Comedy,Fantasy,1166,3.38,1.00,39,357,440,21,539,61,1993,1.72,3.48,0.91,Comedy,Drama,Thriller,Romance,Crime
838,3517,5.0,851964150,1,1996,Comedy,Drama,Romance,1746,3.78,0.94,252,289,261,339,539,25,1995,1.15,3.72,0.84,Romance,Comedy,Drama,Action,Thriller
839,28183,4.0,918787940,1,1996,Action,Thriller,"",862,2.68,1.18,540,427,836,662,436,79,1988,15.57,4.28,0.78,Thriller,Drama,Action,Crime,Mystery
840,19990,2.0,856799845,0,1996,Children,Comedy,"",159,2.77,1.18,778,805,628,376,260,28,1995,3.58,3.39,0.92,Thriller,Action,Crime,Drama,Comedy
858,3858,5.0,1266796494,1,1972,Crime,Drama,"",8996,4.35,0.86,111,152,924,32,899,16,1984,17.72,2.31,1.71,Drama,Musical,Sci-Fi,Thriller,Animation
881,6366,3.0,988918039,0,1996,Children,Comedy,"",242,2.77,1.14,111,529,371,380,852,100,1989,11.42,3.73,1.10,Drama,Thriller,Comedy,Romance,Crime
886,3281,3.0,1037154127,0,1996,Action,Comedy,Crime,357,3.09,1.01,733,511,597,47,"",16,1994,1.50,2.94,1.12,Thriller,Action,Mystery,Comedy,Romance
919,7655,3.5,1212277811,1,1939,Adventure,Children,Fantasy,5138,3.98,0.94,953,110,593,480,150,17,1979,20.35,4.29,0.40,Drama,Crime,Thriller,Mystery,Action
953,15539,5.0,938659105,1,1946,Drama,Fantasy,Romance,3081,4.04,0.99,908,800,154,858,"",5,1970,15.24,4.00,0.71,Drama,Mystery,Crime,Western,Action
968,6366,3.0,989898649,0,1968,Horror,Sci-Fi,Thriller,1824,3.64,1.06,451,731,300,957,953,100,1991,11.77,3.27,1.11,Thriller,Drama,Comedy,Action,Romance
969,5657,5.0,1012115431,1,1951,Adventure,Comedy,Romance,2380,4.11,0.86,949,971,265,903,940,17,1957,16.22,4.71,0.47,Drama,Romance,Thriller,Crime,Adventure
10,10110,1.0,966374002,0,1995,Action,Adventure,Thriller,6330,3.42,0.87,288,507,110,353,"",10,1994,1.37,3.20,1.14,Action,Crime,Thriller,Drama,Fantasy
10,16267,4.0,994002422,1,1995,Action,Adventure,Thriller,6330,3.42,0.87,736,70,380,21,733,38,1986,16.36,3.92,0.82,Thriller,Action,Romance,Adventure,Drama
104,17545,5.0,987611840,1,1996,Comedy,"","",3954,3.40,1.06,500,901,588,838,597,9,1983,20.61,4.11,0.78,Comedy,Drama,Romance,Musical,War
150,16093,5.0,833455484,1,1995,Adventure,Drama,IMAX,10324,3.86,0.86,592,590,"","","",2,1989,0.71,4.50,0.71,Adventure,Drama,Western,Action,Crime
153,16253,2.5,1260822549,0,1995,Action,Adventure,Comedy,7100,2.89,0.95,588,163,497,920,235,44,1986,16.02,4.02,1.14,Drama,Romance,Comedy,Crime,Thriller
153,28302,2.0,845480609,0,1995,Action,Adventure,Comedy,7100,2.89,0.95,150,"","","","",6,1992,2.50,2.50,1.05,Adventure,Drama,IMAX,"",""
163,16267,5.0,992368781,1,1995,Action,Romance,Western,3058,3.44,0.94,110,919,593,858,912,24,1982,19.26,3.88,0.90,Drama,Romance,Thriller,Adventure,Sci-Fi
163,26914,3.0,834405702,0,1995,Action,Romance,Western,3058,3.44,0.94,480,356,25,223,555,67,1993,2.51,3.46,0.68,Thriller,Drama,Crime,Action,Adventure
170,17584,4.0,840021586,1,1995,Action,Adventure,Crime,1651,3.20,1.02,450,491,62,587,280,51,1993,2.88,3.90,0.70,Drama,Thriller,Action,Comedy,Adventure
172,20899,5.0,1038399414,1,1995,Action,Sci-Fi,Thriller,2722,2.70,1.03,786,260,208,316,597,10,1992,5.55,4.20,0.79,Action,Adventure,Sci-Fi,Thriller,Drama
190,4276,3.0,1166327613,0,1995,Thriller,"","",222,3.66,1.07,34,918,125,334,968,55,1964,22.81,3.44,0.73,Drama,Comedy,Romance,Thriller,Mystery
198,4276,2.0,1167012473,0,1995,Action,Crime,Drama,1988,3.40,0.98,231,354,431,39,492,100,1983,20.26,2.46,0.92,Drama,Comedy,Musical,Romance,Children
21,27032,3.0,845493947,0,1995,Comedy,Crime,Thriller,5164,3.58,0.93,587,225,500,300,34,41,1993,1.65,3.66,0.85,Drama,Thriller,Action,Comedy,Crime
22,4276,1.0,1166381052,0,1995,Crime,Drama,Horror,2208,3.30,0.92,354,431,39,492,346,100,1969,23.72,3.10,0.93,Drama,Romance,Comedy,Thriller,Mystery
223,13174,4.0,1295946422,1,1994,Comedy,"","",5102,3.86,0.97,111,288,6,586,253,58,1992,5.14,3.33,0.69,Drama,Thriller,Crime,Action,Comedy
225,17584,4.0,835177149,1,1994,Drama,Thriller,"",2693,3.29,0.87,47,34,1,110,457,28,1993,1.67,4.00,0.77,Thriller,Action,Drama,Adventure,Crime
225,5082,3.0,830793712,0,1994,Drama,Thriller,"",2693,3.29,0.87,292,329,318,1,161,21,1993,1.53,3.33,0.86,Thriller,Action,Adventure,Drama,Comedy
23,22107,4.0,840797722,1,1995,Action,Crime,Thriller,871,3.14,0.95,371,491,145,520,552,88,1993,1.95,3.84,1.04,Action,Comedy,Adventure,Drama,Thriller
231,21690,3.0,1030601859,0,1994,Adventure,Comedy,"",7051,2.93,1.21,953,522,610,247,249,20,1988,12.98,3.30,1.08,Action,Drama,Romance,Animation,Fantasy
235,5082,2.0,830793888,0,1994,Comedy,Drama,"",3605,3.64,0.96,252,432,34,185,292,33,1993,3.38,3.30,0.88,Thriller,Action,Adventure,Drama,Comedy
236,26914,3.0,834405511,0,1995,Action,Comedy,Romance,2607,3.31,0.92,39,111,50,32,266,40,1993,3.15,3.55,0.75,Thriller,Drama,Crime,Adventure,Comedy
239,15176,2.0,1041106451,0,1995,Animation,Children,Comedy,701,3.02,1.05,596,553,923,858,912,6,1957,21.40,5.00,0.00,Drama,Action,Mystery,Romance,Adventure
247,4665,5.0,838036305,1,1994,Crime,Drama,"",1650,3.85,0.90,593,253,180,482,405,43,1993,1.53,3.79,1.01,Comedy,Action,Thriller,Crime,Adventure
252,26988,4.0,1101362299,1,1994,Comedy,Romance,"",2189,3.22,0.85,485,527,367,780,596,29,1987,17.38,3.98,0.91,Adventure,Fantasy,Action,Comedy,Children
253,14392,4.0,841226967,1,1994,Drama,Horror,"",6010,3.50,0.94,318,161,593,457,588,19,1993,1.74,3.58,0.96,Drama,Thriller,Adventure,Crime,Comedy
253,6732,3.0,845811813,0,1994,Drama,Horror,"",6010,3.50,0.94,454,185,318,356,480,24,1993,1.69,3.54,0.83,Thriller,Crime,Drama,Action,Comedy
256,11711,3.0,833122389,0,1994,Comedy,Sci-Fi,"",2181,2.73,1.02,168,261,553,151,11,38,1993,1.49,3.53,0.89,Drama,Action,Thriller,Romance,Crime
260,26988,5.0,1100215214,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,551,1,380,318,150,16,1987,19.31,4.12,0.70,Adventure,Fantasy,Children,Action,Comedy
260,2895,3.5,1229097189,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,318,480,593,356,296,7,1993,1.57,3.50,1.50,Crime,Drama,Thriller,Comedy,Romance
272,9544,3.0,1027123834,0,1994,Comedy,Drama,"",1708,3.76,0.88,162,912,111,910,509,76,1988,15.10,2.79,0.84,Drama,Comedy,Crime,Romance,War
